0,6A34,E6,A,1,Factors which influence the resistance of a conductor:,Cross-sectional area,Length,Temperature,All of the above,D,0
0,6A35,E6,A,1,Halving the cross-sectional area of a conductor will:,Double the resistance,Half the resistance,Not affect the resistance,None of the above,A,0
0,6A36,E6,A,1,Name four conducting materials in order of their conductivity.,"Gold, silver, copper, platinum","Silver, gold, zinc, platinum","Silver, copper, zinc, aluminum","Aluminum, zinc, copper, platinum",B,0
0,6A37,E6,A,1,Good insulators at radio frequencies are:,"Pyrex, mica","Isolantite, steatite, polyethylene","Rubber, porcelain",A & B,D,0
0,6A38,E6,A,1,A resistance across which a constant voltage is applied is doubled. What power dissipation will result?,One half,One fourth,Doubled,None of the above,A,0
0,6A39,E6,A,1,The needle of a magnetic compass when placed within a coil carrying an electric current:,Will tend to become parallel with the axis of the coil,Will point to the north pole end of the coil,Will point to the south pole end of the coil,A & B,D,0
0,6A40,E6,A,1,Electrical resistance is measured with:,An ohmmeter,A wattmeter,An Ammeter,A voltmeter,A,0
0,6A41,E6,A,1,"The sum of all voltage drops around a simple DC circuit, including the source, is:",Zero,Insignificant,Infinite,None of the above,A,0
0,6A42,E6,A,1,"If a resistance to which a constant voltage is applied is halved, what power dissipation will result?",Doubled,Halved,Tripled,Same,A,0
0,6A43,E6,A,1,"The diameter of a conductor six inches long is doubled, what will be the effect on the resistance?",One-fourth the original value,One-half the original value,The resistance varies inversely with the cross-sectional area of the conductor,A & C,D,0
0,6A44,E6,A,1,A minute subdivision of matter having the smallest known unit of negative electrical charge is:,Electron,Ion,Gilbert,Joule,A,0
0,6A45,E6,A,1,"Conductors differ from nonconductors, i.e.:",There are a large number of free electrons in a good conductor,There is a small number of free electrons in a non-conductor,There is an equal amount of free electrons in a good conductor and in a non-conductor,A & B,D,0
0,6A46,E6,A,1,Direction of flow of DC electricity in a conductor can be determined by:,A magnetic compass and the left hand rule,A magnetic compass and the right hand rule,Connecting an ammeter with marked polarities in series with the circuit,A & C,D,0
0,6A47,E6,A,1,The difference between electrical power and electrical energy is:,Electrical power is the rate of doing work by electricity,Electrical energy is the ability to accomplish work by electricity,A & B,None of the above,C,0
0,6A48,E6,A,1,A positive temperature coefficient means:,Resistance increases as the temperature increases,Resistance decreases as the temperature decreases,Both A & B,None of the above,C,0
0,6A49,E6,A,1,"A liquid which is capable of conducting electricity, but undergoes decomposition while doing so is:",An electrolyte,A ferromagnetic material under the influence of a magnetizing force,Equal to the ohmic resistance of the circuit,None of the above,A,0
0,6A50,E6,A,1,The effective value of an RF current and the heating value of the current are:,The same,Effective value divided by two equals the heating value,Effective value multiplied by two equals the heating value,None of the above,A,0
0,6A51,E6,A,1,One horsepower is:,746 Watts,Roughly 3/4 kilowatt,Corresponds to lifting 550 pounds at the rate of one foot per second,All of the above,D,0
0,6A52,E6,A,1,What factors determine the heat generated in a conductor?,It is directly proportional to the resistance,It is directly proportional to the square of the current,Both A & B,None of the above,C,0
0,6A53,E6,A,1,What is the ratio of peak to average value of a sine wave?,1.57 to 1,1 to 0.636,1 to 1,A & B,D,0
0,6A54,E6,A,1,When the current sine wave in a circuit reaches its peak value before the voltage wave:,It is said to have a leading power factor,It is said to have a lagging power factor,It is said to be in phase,None of the above,A,0
0,6A55,E6,A,1,"An ""harmonic"" is:",A whole multiple of an original frequency,The heating value of an RF current,The internal impedance of a power source,A multiple of the power factor,A,0
0,6A56,E6,A,1,"Assuming a power source to have a fixed value of internal impedance, maximum power will be transferred to the load when:",The load impedance equals the internal impedance of the source,The load impedance is higher than the source impedance,The load impedance is lower than the source impedance,None of the above,A,0
0,6A57,E6,A,1,When two sine waves of the same frequency do not reach their maximum or minimum values simultaneously:,A phase difference exists,A phase difference does not exist,The sign waves are out of phase,A & C,D,0
0,6A58,E6,A,1,Which method may be used to obtain more than one value of voltage from a fixed DC source?,Use a resistance type voltage divider,Connect voltage regulator tubes of suitable values and tap off the desired output voltage,Both A & B,None of the above,C,0
0,6A59,E6,A,1,The conductance (G) of a circuit if 6 A flows when 12 VDC is applied is:,0.5 mho,1.0 mho,0.25 mho,None of the above,A,0
0,6A60,E6,A,1,"Two 10 W, 500 ohm resistors in parallel will dissipate how many watts?",20 watts,10 watts,30 watts,40 watts,A,0
0,6A61,E6,A,1,A 20 ohm resistor with a current of 0.25 A passing through it will dissipate how many watts?,10 watts,20 watts,0.025 watts,1.25 watts,D,0
0,6A62,E6,A,1,"If the voltage to a circuit is doubled and the resistance is increased to three times the original value, what will be the final current?",1/3 the original current,2/3 the original current,3 times the original current,None of the above,B,0
0,6A63,E6,A,1,"If a vacuum tube with a filament rating of 0.25 A and 5 V is operated from a 6 volt battery, what value of resistor is necessary?",4 ohms,5 ohms,10 ohms,2 ohms,A,0
0,6A64,E6,A,1,"The minimum power dissipation rating of a resistor of 20,000 ohms across a potential of 500 V should be:",25 watts,12.5 watts,15 watts,None of the above,A,0
0,6A65,E6,A,1,"The total power dissipation capability of two 10 watt, 500 ohm resistors connected in series is:",20 watts,10 watts,5 watts,None of the above,A,0
0,6A66,E6,A,1,What is the total power dissipation capability of two 10 watt 500 ohm resistors connected in parallel?,20 watts,40 watts,5 watts,None of the above,A,0
0,6A67,E6,A,1,"What is the maximum current carrying capacity of a resistor of 5000 ohms, 200 watts?",0.2 A,1:00 AM,1.2 A,None of the above,A,0
0,6A68,E6,A,1,What is the total resistance of a parallel circuit consisting of a 10 ohm branch and a 25 ohm branch?,@ ohms,10.3 ohms,7.0 ohms,7.14 ohms,D,0
0,6A69,E6,A,1,"The current through two resistors in series is 3 A.Resistance #1 is 50 ohms, resistance #2 drops 50 V across its terminals. What is the total voltage?",200 V,220 V,110 V,180 V,A,0
0,6A70,E6,A,1,An 18 ohm and a 15 ohm resistor are connected in parallel; a 36 ohm resistor is connected in series with this combination; a 22 ohm resistor is connected in parallel with this total combination. The total current is 5 A. What current is flowing in the 15 ohm resistor?,0.908 A,1.000 A,1.908 A,0.809 A,A,0
0,6A71,E6,A,1,A circuit passes 3 A. The internal resistance of the source is 2 ohms.The total resistance is 50 ohms. What is the terminal voltage of the source?,150 V,100 V,110 V,240 V,A,0
0,6A72,E6,A,1,"A relay coil has 500 ohms resistance, and operates on 125 mA. What value of resistance should be connected in series with it to operate from 110 VDC?",380 ohms,400 ohms,200 ohms,None of the above,A,0
0,6A73,E6,A,1,Given: Input power to a receiver is 75 watts. How much power does the receiver consume in 24 hours of continuous operation?,1800 watthours,1.80 kilowatthours,A & B,None of the above,C,0
0,6A74,E6,A,1,The total reactance when two capacitances of equal value are connected in series is:,The product of the two individual reactances in ohms,The sum of the two individual reactances in ohms,The difference of the two individual reactances in ohms,None of the above,B,0
0,6A75,E6,A,1,A capacitor's charge is stored:,Upon the inner surface of the capacitor plates,As an electrostatic field which exists in the space between the plates,A & B,None of the above,C,0
0,6A76,E6,A,1,The voltage drop across an individual capacitor of a group of capacitors connected in series across an AC source is:,Inversely proportional to the ratio of the capacitance of the capacitor being considered,Inversely proportional to the total capacitance of the combination,Directly proportional to the applied voltage across the series combination,All of the above,D,0
0,6A77,E6,A,1,"What is the total capacitance of the capacitors of 3, 5, and 7 microfarad connected in series?",14.79 microfarad,1.479 microfarad,15 microfarad,None of the above,B,0
0,6A78,E6,A,1,"If capacitors of 3, 5, and 7 microfarad are connected in parallel, what is the total capacitance?",9 microfarad,15 microfarad,10 microfarad,3 microfarad,A,0
0,6A79,E6,A,1,How many capacitors of 400 volts and 2 microfarad each would be necessary to obtain a combination rated at 1600 volts and 1.5 microfarad?,10,12,14,16,B,0
0,6A80,E6,A,1,If a turn in an inductor is shorted:,There will be an decrease of induction,There will be a decrease of Q,There will be overheating with possible burnout,All of the above,D,0
0,6A81,E6,A,1,The relationship between the number of turns and the inductance of a coil may be expressed by:,The inductance varies approximately as the square of the number of turns,The inductance varies approximately as the square root of the number of turns,Both A & B,None of the above,A,0
0,6A82,E6,A,1,The formula for determining the resonant frequency of a circuit when the inductance and capacitance are known is:,f = 1/(2 pi times the square root of LC),f = 0.159/(the square root of LC),Both A & B,None of the above,C,0
0,6A83,E6,A,1,The formula for determining the wavelength when the frequency is known is:,"Wavelength = 300,000/ f kHz","Wavelength = 300,000,000/ f Hz",Wavelength = 300/ f MHz,All of the above,D,0
0,6A84,E6,A,1,"The wavelength of the period of one complete cycle of a radio wave of 0.000,001 second is:",300 M,3000 M,30 M,70 cm,A,0
0,6A85,E6,A,1,The efficiency of a radio device is:,The ratio of the power input to the power output,The ratio of the useful power output to the power input,The ratio of the minimum power output to the maximum power output,None of the above,B,0
0,6A86,E6,A,1,What is the total impedance of a parallel capacitor and inductor with equal values of reactance?,Infinite total reactance,Zero total reactance,Parallel impedance is resistive and infinite,B & C,D,0
0,6A87,E6,A,1,The total inductance of two coils in parallel without any mutual coupling is:,Equal to the product of the two inductances divided by their sum,The sum of the individual inductances,Zero,None of the above,A,0
0,6A88,E6,A,1,"What is the total reactance of a series AC circuit, with no resistance and equal inductance and capacitive reactances?",The two reactances cancel being equal and opposite,Net impedance is purely resistive and contains no reactive component,The total reactance is zero at the resonant frequency,All of the above,D,0
0,6A89,E6,A,1,The total inductance of two coils in series without any mutual coupling is:,The sum of the individual inductances,The product of the individual inductances divided by their sum,Infinite,None of the above,A,0
0,6A90,E6,A,1,One wave-length is:,The distance a wave will travel in the time for one cycle,"Centimeter wavelength = 30,000 / frequency MHz",A and B,Neither A or B,C,0
0,6A91,E6,A,1,"In an AC circuit, a series inductance acting alone:",Causes the current to lag the applied voltage by 90 degrees,Causes the current to lead the applied voltage by 90 degrees,Causes the current to lag the applied voltage by 45 degrees,Causes the current to lead the applied voltage by 45 degrees,A,0
0,6A92,E6,A,1,Shock excitation into an L-C circuit is the result of:,A voltage being momentarily introduced,The capacitor may be charged,The inductor may have a voltage induced,All of the above,D,0
0,6A93,E6,A,1,The term cathode ray usually applies to:,A fairly high velocity electron beam,Background noise,The logarithm gain of an electron beam,None of the above,A,0
0,6A94,E6,A,1,Shielding an RF inductance:,Increases the losses of the inductance,Lowers the inductance value and the Q,Increases the coil capacity to the shield,All of the above,D,0
0,6A95,E6,A,1,The tendency of a tank circuit to keep oscillating for a time after the excitation energy has been removed is:,Push-pull effect,Flywheel effect,Polarizing effect,Parasitic oscillation,B,0
0,6A96,E6,A,1,Power factor is defined as:,The ratio between the resistance and the impedance in a circuit,The ratio between the true power and the apparent power of a circuit,Both A&B,None of the above,C,0
0,6A97,E6,A,1,High or low frequency oscillations occurring in circuits other than the original tank desired output frequencies are:,Harmonics,Parasitic oscillations,Hysteresis,Eddy currents,B,0
0,6A98,E6,A,1,What are effects of parasitic oscillations?,Change of bias,Reduced efficiency of the amplifier tube,Distortion of the modulated wave,All of the above,D,0
0,6A99,E6,A,1,The velocity of propagation of radio frequency waves in free space is:,"300,000 meters / second","186,284 miles / second",The same as the velocity of light in free space,All of the above,D,0
0,6A100,E6,A,1,To double the resonant frequency of a resonant circuit:,Make C one third of its original value,Make L and C both half their original values,Decreasing the value of both L and C in any proportion so that their product will be one-half of the original values,None of the above,B,0
0,6A101,E6,A,1,How may the Q of a parallel resonant circuit be increased?,Increasing coupling to the resonant circuit,Using coil and capacitor supports of special low - loss materials,Both A and B,Decreasing coupling to the resonant circuit,C,0
0,6A102,E6,A,1,"If L and C in a parallel resonant circuit resonants at 1000 kHz are so varied that their product remains constant, what will be the resulting resonant frequency?","10,000 kHz",100 kHz,1 MHz,None of the above,C,0
0,6A103,E6,A,1,"What is the resonant frequency of a tuned circuit consisting of a 500 picofarad capacitor, a 150 microfarad tuning coil, and 10 ohms resistance?",581 kHz,753 kHz,498 kHz,None of the above,A,0
0,6A104,E6,A,1,What is voltage regulation as applied to power supplies?,The ratio of change in voltage between no load and full load to the full-load voltage output,The ratio of output to input voltage,Voltage output of the power supply under full load,The ratio of input to output voltage,A,0
0,6A105,E6,A,1,An EMF may be generated by sound waves by what principle?,Electrostatic,Piezo-electric,Resistance change,All of the above,D,0
0,6A106,E6,A,1,How can you correct power factor in an electrical circuit?,Inductance is used to correct a leading angle,Capacitance is used to correct a lagging angle,Neither A or B,Both A and B,D,0
0,6A107,E6,A,1,Permeability is:,The magnetic field created by a conductor wound on a laminated core and carrying any electric current,The ratio of magnetic flux density in a substance to the magnetizing force which produces it,Polarized molecular alignment in a ferromagnetic material while under the influence of a magnetizing force,Both A and C,B,0
0,6A108,E6,A,1,The time in seconds for a capacitor to attain 63.2 % of the applied voltage across its terminals is:,Twice the natural period of oscillation of the circuit,Varactance,Time constant,Equal to the ohmic resistance of the circuit,C,0
0,6A109,E6,A,1,What is the reactance of a 2-henry choke at 3000 Hz?,5300 ohms,"37,680 ohms","376,800 ohms","53,000 ohms",B,0
0,6A110,E6,A,1,"If there is no resistance in either leg of a circuit with an inductance of 5 henrys in parallel with a capacitance of 1 microfarad, what is the equivalent impedance of the parallel network circuit?",Zero,Infinite,Median,None of the above,B,0
0,6A111,E6,A,1,"What is the total impedance of a series AC circuit having a resistance of 6 ohms, an inductive reactance of 17 ohms, and zero capacitive reactance?",15 ohms,27 ohms,18 ohms,5 ohms,C,0
0,6A112,E6,A,1,"The total impedance of a series AC circuit with an inductive reactance of 24 ohms, a resistance of 16 ohms, and a capacitive reactance of 16 ohms is:",20 ohms,16 ohms,10 ohms,None of the above,B,0
0,6A113,E6,A,1,Essentials for making a good solder connection are:,"Bright, clean parts",Plenty of heat with the minimum amount of solder used,Discontinue operating on high power,None of the above,D,0
0,6A114,E6,A,1,For protection of personnel handling a transmitter:,Ground all exposed metal parts,Transmitter is equipped to shunt grounded faults,Discontinue operating on high power,None of the above,A,0
0,6A115,E6,A,1,The ratio of peak-to-effective voltage values of a sign wave are:,1.414 to 1,1 to 0.707,Both A and B,Neither A or B,C,0
0,6A116,E6,A,1,The opposition to the creation of magnetic lines of force in a magnetic circuit is known as:,Reluctance,Hysteresis,Permeability,Eddy currents,A,0
0,6A117,E6,A,1,The ratio of magnetic flux density to the field strength is known as:,Residual magnetism,Permeability,Reluctance,None of the above,B,0
0,6A118,E6,A,1,The magnetic force which remains in a substance after the original magnetizing force has been removed is known as:,Reluctance,Residual magnetism,Permeability,Hysteresis,B,0
0,6A119,E6,A,1,The direction of electron flow through a coil and the manner of winding the turns:,Influence the direction of magnetic line of force generated by an electromagnet,Are determined by the left-hand status rule,Are determined by the diameter of the wire and length,Both A and C,A,0
0,6A120,E6,A,1,Adding an iron core to an air-core inductance:,Increases the inductance,Decreases the inductance,Does not affect the inductance,Causes parasitic oscillations in the inductor,A,0
0,6A121,E6,A,1,Electromagnets are used in:,loudspeakers,meters,motors,All of the above,D,0
0,6A122,E6,A,1,What will be the effect of a small increase in the number of turns upon the field strength of a single layer solenoid?,Decrease in field strength if the coil length is increased,Unchanged if the spacing is reduced to keep the length constant,Both A and B,None of the above,C,0
0,6A123,E6,A,1,Can a transformer be used with direct current?,"In general, no",If the DC current is periodically interrupted it would be possible to use an original DC voltage source,Both A and B,None of the above,C,0
0,6A124,E6,A,1,"A tube containing either a filament or cathode structure, grid, and a plate is a:",Triode,Tetrode,Pentode,Diode,A,0
0,6A125,E6,A,1,A tube similar to a triode with the addition of a spirally wound screen grid between the plate and control grid is a:,Diode,Tetrode,Pentode,Triode,B,0
0,6A126,E6,A,1,Theoretical gain of a tube. The ratio of a small change in plate voltage to give a certain small change in plate current to a change in grid which would cause the same current:,Amplification factor,Power factor,Maximum inverse plate voltage,None of the above,A,0
0,6A127,E6,A,1,Effectiveness of the grid in causing changes of plate current:,Transconductance,Mutual conductance,Plate resistance,A & B,D,0
0,6A128,E6,A,1,The maximum negative anode voltage with respect to the cathode.It equals the DC voltage at the input to the plus the peak AC voltage applied during the nonconducting portion of the cycle of operation of the tube:,Maximum inverse plate voltage,Mutual conductance,Both A & B,None of the above,A,0
0,6A129,E6,A,1,What is the primary purpose of the control grid of the triode?,To provide a means of obtaining amplification,To neutralize RF amplifiers,Blocks passage of electrons,None of the above,A,0
0,6A130,E6,A,1,What is the primary purpose of the screen grid of the tetrode?,"Reduces the grid to plate capacitance, making it unnecessary to neutralize RF amplifiers except at very high frequencies","Makes the plate current substantially independent of plate voltage, permitting much higher values of amplification",Both A & B,None of the above,C,0
0,6A131,E6,A,1,What is the primary purpose of the suppressor grid of a pentode?,"Is highly negative with respect to the plate and returns secondary emission to the plate, increasing the permissible gain and the tube efficiency",Reduces interelectrode capacitance between control grid and plate making plate efficiency about 10% greater than a triode,Both A & B,Neither of the above,A,0
0,6A132,E6,A,1,Thoriated tungsten is usually used to make:,Filaments,Heaters,Cathodes,None of the above,A,0
0,6A133,E6,A,1,In what types of circuits do beam power vacuum tubes find application?,As audio amplifier in the output and power stages of circuits having low to moderately high output ratings,As an RF power amplifier,Both A & B,None of the above,C,0
0,6A134,E6,A,1,"When free electrons in a conductor acquire sufficient energy to leave the conductor and pass into the surrounding space, it is expressed as:",Secondary emission,Electron emission,Primary electron release,None of the above,B,0
0,6A135,E6,A,1,The emission of electrons from a material due to the impact of high-velocity electrons on its surface is:,Primary electron emission,Secondary emission,Mimetic emission,None of the above,B,0
0,6A136,E6,A,1,Characteristics of a vacuum tube operating as a class A amplifier:,"Low plate circuit efficiency, about 25%; practically no grid driving power; plate current flowing for 360 degrees of each cycle; practically no distortion of the output waveshape","Plate circuit efficiency, about 50-60%; plate current flows slightly more than 180 degrees of each cycle, medium power output","High efficiency, up to 80%; plate current drawn in bursts; great distortion of output waveshape",None of the above,A,0
0,6A137,E6,A,1,Characteristics of a vacuum tube operating as a class B amplifier:,"Low plate circuit efficiency, about 25%; practically no grid driving power; plate current flowing for 360 degrees of each cycle; practically no distortion of the output waveshape","Plate circuit efficiency, about 50-60%; plate current flows slightly more than 180 degrees of each cycle, medium power output","High efficiency, up to 80%; plate current drawn in bursts; great distortion of output waveshape",None of the above,B,0
0,6A138,E6,A,1,Factors which determine bios voltage of a vacuum tube:,"Class of operation, plate supply voltage, permissible distortion","Grid signal magnitude, permissible plate dissipation, desired amplification factor","The no-signal plate current desired, the desirability of drawing grid current",All of the above,D,0
0,6A139,E6,A,1,In the usual Class A amplifier:,There is no grid current,Plate current flows slightly more than 180 degrees of each cycle,Biased to twice,None of the above,A,0
0,6A140,E6,A,1,The DC bias in a Class A amplifier:,Usually is negative as measured at the grid with respect to cathode,Usually is positive as measured at the grid with respect to cathode,Cannot be determined,None of the above,A,0
0,6A141,E6,A,1,What is the effect of incorrect grid bias in a Class A amplifier?,Distortion of the output waveshape,Possible excessive plate dissipation if the bias is too low,Both A & B,None of the above,C,0
0,6A142,E6,A,1,The approximate efficiency of a Class A vacuum tube amplifier:,20%-30%,60%,85%,100%,A,0
0,6A143,E6,A,1,The approximate efficiency of a Class B vacuum tube amplifier:,20%-30%,60%,85%,100%,B,0
0,6A144,E6,A,1,The approximate efficiency of a Class C vacuum tube amplifier:,20%-30%,60%,85%,100%,C,0
0,6A145,E6,A,1,A charge due to the accumulation of negative electrons because the plate potential cannot attract all of the electrons leaving the emitter:,Getter,Space charge,Plate saturation,None of the above,B,0
0,6A146,E6,A,1,A material flashed by the application of heat after the tube is evacuated that absorbs any gases remaining inside the tube:,Space charge,Getter,Collector,Emitter,B,0
0,6A147,E6,A,1,What types of vacuum tube filaments are reactivated:,Barium berylliate,Thoriated tungsten,Nickel,Thorium oxide,B,0
0,6A148,E6,A,1,A tungsten filament is operated at ____ temperature than a thoriated tungsten filament:,A higher,A lower,The same,Unknown,A,0
0,6A149,E6,A,1,The presence of gas within a tube is indicated:,By a blue glow,By a red glow,By a yellow glow,None of the above,A,0
0,6A150,E6,A,1,The cathode of an indirectly heated type of vacuum tube should be maintained at nearly the same potential as the heater circuit:,To reduce hum pickup into the cathode,To prevent breakdown of the insulation between the heater and cathode,A & B,None of the above,C,0
0,6A151,E6,A,1,Transmitting tube filaments should be maintained at recommended voltages:,To realize the greatest life-expectancy,"If the filament voltage is too low, the emission will be reduced and operation of the circuit may be adversely affected","If the voltage is too high, the filament may burn out",All of the above,D,0
0,6A152,E6,A,1,Use of an AC filament supply is desirable:,Mostly for practical reasons. It is easily obtainable,Hum may be introduced into the amplifier,A & B,None of the above,A,0
0,6A153,E6,A,1,"If a DC filament supply is used, it is advisable to periodically reverse the polarity of the filament potential:",To lengthen the life of the filament,To lengthen the life of the power source,Both A & B,None of the above,A,0
0,6A154,E6,A,1,Bias voltage on the grid of an AF amplifier tube:,Determines the operating conditions of the tube,The correct value is essential for undistorted Class A output,In power amplifiers the plate current must be limited to safe value not to exceed the rated plate dissipation of the tube,All of the above,D,0
0,6A155,E6,A,1,The screen grid in a vacuum tube:,"Makes it unnecessary to neutralize RF amplifiers except at very high frequencies,",Makes it possible to obtain much higher values of amplification than with triodes,A & B,None of the above,C,0
0,6A156,E6,A,1,The suppressor grid in a multielement vacuum tube:,Is highly negative with respect to the plate,Returns secondary electrons to the plate,Increases the permissible gain and the efficiency of the tube,All of the above,D,0
0,6A157,E6,A,1,The gain of a triode audio amplifier is a function of:,Tube transconduction,Plate load impedance,Transformer step-up (if used),All of the above,D,0
0,6A158,E6,A,1,Load on a vacuum tube commonly refers to:,The impedance through which plate current flows to produce a useful output,Increases as the load impedance approaches the internal plate impedance in value,A & B,None of the above,C,0
0,6A159,E6,A,1,A case in which the grid is held at an excessively negative value for a period of time thereby cutting off plate current:,Blocked grid,Blocked plate,Motorboating,Tuned grid,A,0
0,6A160,E6,A,1,The maximum power that can be safely and continuously dissipated in heat on the plate:,Maximum plate dissipation,Maximum power dissipation,Continuous plate dissipation,Plate heat dissipation,A,0
0,6A161,E6,A,1,Occurs when plate current equals electron emission for any given filament or cathode temperature:,Plate saturation,Electron saturation,Filament saturation,None of the above,A,0
0,6A162,E6,A,1,The most desirable factor in the choice of a vacuum tube for a voltage amplifier:,A low value of transconductance,A high value of transconductance,High output tube capacitance,None of the above,B,0
0,6A163,E6,A,1,"Lack of requirement for neutralizing, except at ultra high frequencies, is an advantage of a tetrode over ____:",A Triode,A Pentode,A & B,None of the above,A,0
