id,question_label,element_id,subelement_id,key_topic_id,question_text,answer_one,answer_two,answer_three,answer_four,correct_answer,seen,explanation
0,9-5A2,E9,A,5,Which of the following test procedures may be used to determine a VHF receiver's minimum discernible signal?,Connect an oscilliscope to the antenna input and observe the amplitude of minimum signal voltage plotted on the display's vertical axis as a function of time on the horizontal axis.,"Set a signal generator to the frequency of the VHF receiver, adjust the output signal to near zero, and increase the signal level until an audio voltmeter connected to the AF output point indicates a 3-dB increase.",Connect a spectrum analyzer to the antenna input and apply the maximum amount of attentuation to detect minimum signal level plotted on the display's vertical axis as a function of frequency on the horizontal axis.,"Connect a 156.3 Mhz signal generator to the antenna input, set the VHF receiver to channel 06 and measure dynamic range using an oscilliscope.",B,0,
0,9-5A3,E9,A,5,Which of the following procedures may be used in many U.S. ports as a quick field test to determine if a shipboard VHF receiver is operating properly?,Tune the VHF receiver to 158.6 MHz and listen for local U.S. Coast Guard announcements or radio traffic from other vessels.,"Set the VHF radio to a simplex channel, key the transmitter, and monitor the quality of the transmitted signal with the internal receiver.","Tune the VHF radio to 162.550 MHz, 162.400 MHz or 162.475 MHz and listen for broadcasts from the National Oceanic and Atmospheric Administration.",Connect appropriate test equipment to the radio and measure signal levels at the output of the receiver's RF amplifier stage.,C,0,
0,9-5A4,E9,A,5,What ohmmeter reading may indicate a faulty component in a VHF receiver?,"Low resistance across a diode in one direction, high resistance when test leads are reversed.",Zero ohms across an in-line fuse in a DC power circuit.,Infinite ohms across a ceramic bypass capacitor in a transistor amplifier circuit.,A transistor indicates low resistance between emitter and base when test leads are reversed across them.,D,0,
0,9-5A5,E9,A,5,What condition may indicate a VHF receiver fault?,The same voltage reading between each lead of a 100K-ohm resistor and ground in a bias circuit.,"A ""click"" is heard when an ohmmeter set to R X 1 is touched across loudspeaker terminals.",A voltage drop across the leads of a 47K ohm resistor in an intermediate frequency amplifier stage.,The presence of an AC signal on the output of an audio frequency amplifier stage.,A,0,
0,9-5A6,E9,A,5,What condition may cause noisy operation of a VHF receiver?,An output signal that is larger than the input signal in an audio frequency amplifier stage.,A defective potentiometer in the audio frequency amplifier stage.,Low bias voltage to an intermediate frequency amplifier stage.,An open winding in a secondary of a coupling transformer in the audio frequency amplifier stage.,B,0,
0,9-6A1,E9,A,6,What is the maximum allowable deviation of a marine VHF transmitter?,12 kHz,10 kHz,7.5 kHz,5 kHz,D,0,
0,9-6A2,E9,A,6,What is the modulation index?,The maximum carrier deviation divided by the maximum modulation frequency.,The maximum modulation frequency divided by the maximum carrier frequency.,The maximum carrier deviation multiplied by the maximum carrier frequency.,The maximum carrier deviation divided by the amount of pre-emphasis.,A,0,
0,9-6A3,E9,A,6,How is pre-emphasis used in an FM transceiver?,The lower modulation frequencies are boosted before transmitting by 3 db per octave and reduced by the same amount at the receiver.,The higher modulation frequencies are boosted before transmitting by 6 db per octave and reduced by the same amount at the receiver.,The lower modulation frequencies are boosted before transmitting by 6 db per octave and reduced by the same amount at the receiver.,The higher modulation frequencies are boosted before transmitting by 3 db per octave and reduced by the same amount at the receiver.,B,0,
0,9-6A4,E9,A,6,A modulation index set to less than 1 to 1 may result in what?,Excessive deviation,Unstable signal excursions,Unusually low level transmit audio,Unusually high pitch audio response,C,0,
0,9-6A5,E9,A,6,What is the most common type of emission for shipboard VHF-DSC transceivers?,F1B,J3B,G3E,H3E,C,0,
0,9-6A6,E9,A,6,How many sidebands does a VHF FM transmitter have?,One,Two,One to four,Many,D,0,
0,9-7A1,E9,A,7,What condition may be indicated if a VHF radio is unable to contact nearby stations and an inline wattmeter indicates power outputs of 1 watt (LOW power) mode and 8.5 watts (HIGH power) mode with +12.8 vdc applied to the radio's DC line?,The AF Power Amplifier (PA) may be malfunctioning when the transmitter operates in the high power mode.,Negative feedback in the PA stage may be preventing high amplitude oscillations in the high power mode.,The transmitter output is low in the high power mode but it is still functioning within FCC specifications.,The transmitter output will increase in the high power mode with modulation between 75 and 100 percent.,C,0,
0,9-7A2,E9,A,7,Antenna system matching can be analyzed by determining the Standing Wave Ratio (SWR). Which of the following is the best test procedure to measure the SWR of a marine VHF antenna system?,"Insert an in-line RF Power meter between the VHF radio and an artificial antenna, set the radio to any channel, key the microphone, and read the measured value.","Insert a SWR meter between the VHF transmitter and the coaxial transmission line connected to the antenna, set the radio to channel 16, and conduct a ""RADIO CHECK"" with a nearby U.S. Coast Guard station or vessel.","Insert an in-line RF Power meter between the VHF radio and the coaxial transmission line disconnected from the antenna, activate the Push-To-Talk (PTT) circuit, and read the forward and reflected values.","Insert a SWR meter between the VHF radio and the coaxial transmission line connected to the antenna, set the radio to an unused channel, activate the Push-To-Talk (PTT) circuit, and read the measured value.",D,0,
0,9-7A3,E9,A,7,A mismatched antenna system can degrade marine VHF radio performance. Antenna system matching can be analyzed by determining the Standing Wave Ratio (SWR). Which of the following is the best test procedure to determine the VHF antenna system SWR?,"Insert a directional wattmeter between the VHF transmitter and the coaxial transmission line connected to the antenna, activate the Push-To-Talk (PTT) circuit, observe the measured values of forward and reflected power.","Insert a SWR meter between the VHF transmitter and the coaxial transmission line disconnected from the antenna, set the radio to an unused channel, activate the Push-To-Talk circuit, and read the measured value.","Insert a directional wattmeter between the VHF radio and an artificial antenna, set the radio to any channel, key the microphone, and read the values of forward and reflected power.","Insert an in-line RF Power meter between the VHF transmitter and the coaxial transmission line connected to a 50 ohm load, activate the Push-To-Talk (PTT) circuit, observe the measured value of reflected power.",A,0,
0,9-7A4,E9,A,7,What may be indicated if a VHF radio operates normally but the transmitter produces nearly zero RF output in the high power mode on all marine channels?,The antenna system is presenting a Standing Wave Ratio (SWR) of 1.5 to 1.0 on the desired frequency.,The SWR protection circuit in the transmitter has engaged to prevent damage to the Power Amplifier.,"A ""crowbar"" circuit in the power supply has prevented an over current condition that might damage the radio.",A 50-ohm impedance in the antenna system is preventing the transmitter from achieving full power output.,B,0,
0,9-7A5,E9,A,7,What condition may indicate voltage controlled oscillator failure in the synthesizer of a VHF transmitter?,Low transmitter power output in the high power mode.,An out-of-lock condition in the Phased Locked-Loop circuit., Excessive deviation in the frequency modulated output signal., A constant transmitter power output at various modulation levels.,B,0,
0,9-7A6,E9,A,7,What condition may exist if a VHF radio is operational in receive mode but unable to transmit?,Excessive bias is being applied to switching transistors in the transmitter output stage.,The solid-state antenna relay is no longer functioning properly., A component in the Push-To-Talk (PTT) circuit has failed., The SWR protection circuit has engaged to prevent transmission.,C,0,
0,9-8A1,E9,A,8,"What condition may be indicated if a VHF radio cannot contact nearby stations on any channel, an inline wattmeter indicates 25 watts output (HIGH power mode), and no modulation is heard when the transmitted signal is monitored with an external receiver?",A fault in the transmitter's Push-To-Talk circuit is causing the loss of audio.,There is an open connection in the microphone cable or connector.,The microphone's Automatic Gain Control (AGC) has malfunctioned.,Degenerative feedback applied to the AF amplifier exceeds specifications.,B,0,
0,9-8A2,E9,A,8,"What condition may be indicated if a VHF radio cannot contact nearby stations, an inline wattmeter indicates less than 1 watt output (HIGH power mode), and nominal voltage (e.g., 12.8 vdc) is applied to the VHF radio power input line?",The RF power applied to the input of the Power Amplifier (PA) stage is excessive.,There is an open connection between the radio's PA stage and the antenna connector.,The bias voltage applied to the Power Amplifier (PA) stage may be insufficient.,A defective capacitor is blocking DC voltage from appearing at the antenna connector.,C,0,
0,9-8A3,E9,A,8,A spectrum analyzer (SPECAN) can be a useful test instrument to troubleshoot a marine VHF radio. Which of the following is the best procedure to evaluate the input/output stages of a marine VHF transmitter?,"Connect the radio to the SPECAN through an in-line attenuator, apply maximum attentuation and set the radio to HIGH power. Use an inductive probe to evaluate signals at the input/output of AF transmitter stages.","Connect the radio to the SPECAN through an in-line attenuator, apply maximum attentuation and switch the radio to HIGH power. Use an inductive probe to evaluate signals at the input/output of RF transmitter stages.","Connect the radio to the SPECAN through an in-line attenuator, apply minimum attentuation and switch the radio to LOW power. Use an inductive probe to evaluate signals at the input/output of AF transmitter stages.","Connect the radio to the SPECAN through an in-line attenuator, apply maximum attentuation and switch the radio to LOW power. Use an inductive probe to evaluate signals at the input/output of RF transmitter stages.",D,0,
0,9-8A4,E9,A,8,Which in-line RF power reading indicates the proper operation of a VHF marine transmitter?,25 watts forward/1.5 watts reflected.,25 watts forward/25 watts reflected.,27.5 watts forward/1.5 watts reflected.,2.5 watts forward/1.5 watts reflected.,A,0,
0,9-8A5,E9,A,8,What condition may cause distortion in the modulator stage of a marine VHF transmitter?,The reactance modulator may be out of alignment.,The excessive use of pre-emphasis on audio signals above 25 kHz.,A defective varactor diode in the transmitter's voltage controlled oscillator.,Transmitter modulation in excess of 150%.,D,0,
0,9-8A6,E9,A,8,What terms are used to describe a device used to test the RF power output of a marine VHF transmitter without emitting a signal on the air?,"Dummy load, artificial antenna.","Phantom Antenna, dummy load.","Isotropic suppressor, artificial antenna.","Artificial attenuator, dummy load.",A,0,
0,9-9A1,E9,A,9,What is the correct frequency shift and sub-carrier for VHF-DSC?,"1300-2100 Hz, sub-carrier 1700 Hz.","1500-2300 Hz, sub-carrier 1900 Hz.","1200-2600 Hz, sub-carrier 1900 Hz.","1500-2300 Hz, sub-carrier 1700 Hz.",A,0,
0,9-9A2,E9,A,9,What is the correct modulation rate and index of modulation for VHF-DSC?,"800 baud, 3.0 +/- 10%","1200 baud, 2.0 +/- 10%","1500 baud, 2.0 +/- 5%","1800 baud, 3.0 +/- 5%",B,0,
0,9-9A3,E9,A,9,How might a DSC radio check be accomplished with a coast station?,"Enter the station's MMSI, and press the button under the red plastic cover for 5 seconds.","Select DSC menu item TEST, enter the Coast Station's FCC call letters, and send the test call.","Select DSC menu item TEST, enter the Coast Station's MMSI number, and send the test.","Select DSC menu ALL SHIPS, and send the test message.",C,0,
0,9-9A4,E9,A,9,You attempt to program a new MMSI into a VHF radio with an existing MMSI. The radio will not accept the entry. What is the best course of action to correct this problem?,You must RESET the DSC memory by holding down two buttons as described in the user manual.,"You can never change a number, once one is already programmed.",Re-register the old MMSI with the new owner and make no programming changes to the radio.,Contact the manufacturer for action to clear the MMSI memory and accept the new number.,D,0,
0,9-9A5,E9,A,9,What is the time diversity reception interval for a VHF-DSC call?,33-1/3 milliseconds,40.5 milliseconds,66-2/3 milliseconds,91 milliseconds,A,0,
0,9-9A6,E9,A,9,What might a voltmeter indicate when testing a DSC circuit for an outgoing message data stream?,Steady reading of 12 volts DC.,Fluctuating reading from 0 to 2 volts DC., There will be an absence of voltage., Voltage swing from -12 VDC to + 12 VDC.,B,0,
0,9-10A1,E9,A,10,It becomes necessary to construct a temporary VHF marine antenna. What should be the approximate length of the antenna?,10 inches,12 inches,15 inches,18 inches,D,0,
0,9-10A2,E9,A,10, Which of the following best describes a VHF collinear array?,"An antenna with phased elements, omni directional radiation pattern, offering up to 9 db gain.",The cascade filters in the VHF radio's IF section., A shoreside directional VHF yagi antenna.,A depth sounder phased array transducer.,A,0,
0,9-10A3,E9,A,10,A masthead antenna with a base loading coil appears shorted to an ohmmeter check. What might this indicate?,Positive proof of shorted coaxial cable plugs.,May be normal for a well working shunt fed antenna system.,Immediately repair both upper and lower PL-259s.,No VHF antenna should measure a short circuit.  ,B,0,
0,9-10A4,E9,A,10,What is the most common type of coax connector used on VHF transceivers?,"""N""","""BNC""","""UHF""","""TNC""",C,0,
0,9-10A5,E9,A,10,What type of coaxial cable would be most appropriate for a long transmission line run?,"""RG-58/U""","""RG-59/U""","""RG-8/U""","""RG-174/U""",C,0,
0,9-10A6,E9,A,10,What is a disadvantage when using high gain VHF antennas?,Poor horizontal radiation pattern.,Very high radiation pattern.,Very low radiation pattern.,Signal dropout in severe weather on small craft.,D,0,
0,9-11B1,E9,B,11,What is the assigned bandwidth and channel spacing for J3E voice transmissions?,170 Hz and 300 Hz,300 Hz and 500 Hz,2.8 kHz and 3.0 kHz,3.1 kHz and 4.0 kHz,C,0,
0,9-11B2,E9,B,11,What is the assigned bandwidth and channel spacing for J2B SITOR (NBDP) transmissions?,3.1 kHz and 4.0 kHz,2.8 kHz and 3.0 kHz,170 Hz and 300 Hz,300 Hz and 500 Hz,D,0,
0,9-11B3,E9,B,11,What is the allowable frequency tolerance for GMDSS MF-HF transmitters?,10 Hz,15 Hz,20 Hz,30 Hz,A,0,
0,9-11B4,E9,B,11,Using a frequency counter with an accuracy of 2 ppm which of the following are within legal tolerance for the frequencies of 2182.0 kHz and 4125.0 kHz? The counter has a display resolution of 1 Hz.,2181.991 kHz and 4125.004 kHz,2182.006 kHz and 4124.995 kHz,2182.010 kHz and 4124.992 kHz,2181.990 kHz and 4125.009 kHz,B,0,
0,9-11B5,E9,B,11,Which of the following are assigned frequencies for Digital Selective Calling?,"2182 kHz, 4177.5 kHz, 6312 kHz, 8376.5 kHz, 12577 kHz, 16420 kHz.","2187.5 kHz, 4207.5 kHz, 6312 kHz, 8414.5 kHz, 12577 kHz, 16804.5 kHz.","2187.5 kHz, 4207.5 kHz, 6268 kHz, 8414.5 kHz, 12520 kHz, 16420. kHz.","2174.5 kHz, 4125 kHz, 6312 kHz, 8291 kHz, 12577 kHz, 16804.5 kHz",B,0,
0,9-11B6,E9,B,11,What are the assigned frequencies for VOICE and SITOR (NBDP) follow on communications?,"VOICE: 2182 kHz, 4125 kHz, 6312 kHz, SITOR (NBDP) 4177.5 kHz, 8376.5 kHz, 12520 kHz","VOICE: 8291 kHz, 12577 kHz, 16420 kHz, SITOR (NBDP) 4125 kHz, 6268 kHz, 8376.5 kHz","VOICE: 4125 kHz, 8291 kHz, 16420 kHz, SITOR (NBDP) 2174.5 kHz, 6268 kHz, 12520 kHz","VOICE: 6215 kHz, 8414.5 kHz, 12290 kHz, SITOR (NBDP) 6268 kHz, 8291 kHz, 12520 kHz",C,0,
0,9-12B1,E9,B,12,"What is the purpose of the ""R.I.T."" control on a MF/HF transceiver?",Make slight adjustments to the transmit frequency.,Make slight adjustments in the receiver frequency.,Select the proper transmitter emissions.,Select the proper paired duplex channel.,B,0,
0,9-12B2,E9,B,12,"What is the function of the ""TUNE"" button on a MF/HF transceiver?",To tune in a new ITU channel.,To tune the frequency of the receiver.,To tune the antenna to the transmit frequency.,To tune the frequency of the AF amplifier.,C,0,
0,9-12B3,E9,B,12,"What is the purpose of the ""ENTER"" function.",To store any incoming DSC message in memory.,To recall any previously received message.,To transmit a DSC distress alert.,To accept the previous selection or data input.,D,0,
0,9-12B4,E9,B,12,"What mode is a MF/HF transceiver operating in when ""TLX"" displayed?",SITOR (NBDP),SSB,DSC,AM,A,0,
0,9-12B5,E9,B,12,"Reducing the ""RF Gain"" control on an MF/HF transceiver has what effect?",Reduces degenerative feedback to the RF amplifier stage.,Reduces volume in response to a varying RF signal input.,Reduces coupling between the receiver's RF amplifier stages.,Reduces sensitivity of the RF amplifier stage.,D,0,
0,9-12B6,E9,B,12,"What is the function of an ""AGC"" button?",To maintain a relatively constant AF output when the input signal varies.,To reduce AF output when the input signal becomes weak.,To increase the gain of the RF amplifier when the input signal is strong.,To increase RF output when the input signal becomes strong.,A,0,
0,9-13B1,E9,B,13,What is the purpose of the BFO?,Re-injects the carrier frequency in the receiver's detector to demodulate the SSB signal.,Replace the missing sideband and carrier frequency.,Remove the carrier from H3E transmissions.,Inverts the SSB signal to remove interference.,A,0,
0,9-13B2,E9,B,13,If the BFO is turned off what kind of emissions can still be received?,J3E and J2B,A3E and H3E,H3E and F1B,A1A and J3E,B,0,
0,9-13B3,E9,B,13,If you are listening to another vessel's HF transmission and it sounds garbled what should you do?,Change the receive frequency to either adjacent channel.,Advise the other vessel that his transmission is faulty.,"Use the ""R.I.T."" or ""Clarifier"" control to adjust the frequency of the receiver.",Adjust the squelch control to clear up the sound quality.,C,0,
0,9-13B4,E9,B,13,What characteristics are desirable in an AGC circuit for SSB voice reception?,Slow attack and decay.,Slow attack and fast decay.,Fast attack and decay.,Fast attack and slow decay.,D,0,
0,9-13B5,E9,B,13,What is the primary purpose of both a high and a low I.F. system in a HF receiver?,Using a high first I.F. amplifier results in eliminating image signals.,Using a high first I.F. amplifier results in less intermodulation products.,Using a low first I.F. amplifier results in fewer third harmonic signals.,Using a low first I.F. amplifier results in greater signal amplification.,A,0,
0,9-13B6,E9,B,13,How does a noise blanker circuit work in a HF receiver?,A limiter circuit clips the peaks of the noise pulses.,The noise pulses are used to develop a blanking pulse for the I.F. amplifier.,The noise pulses operate on the ratio detector to blank the audio output.,A Noise blanker briefly reduces the gain of the RF amplifier when the noise pulses occur.,B,0,
0,9-14B1,E9,B,14,The voice is garbled and unreadable on MF/HF SSB channels. What is the most likely cause?,The R.I.T circuit has failed.,The first RF stage has failed.,The frequency synthesizer has failed.,The beat frequency oscillator circuit has failed.,D,0,
0,9-14B2,E9,B,14,All signals sound normal on an MF/HF receiver except one that has a very high pitched voice barely readable. What is the most likely cause?,The transmitter of the abnormal signal is off frequency.,The receiver frequency synthesizer circuit is defective.,The voltage controlled oscillator has failed.,The B.F.O. circuit is faulty.,A,0,
0,9-14B3,E9,B,14,You are able to hear signals in the voice/SSB mode but not in the SITOR (NBDP) mode. What is the most likely cause?,The phase locked loop circuit has failed.,The 500 Hz I.F. filter has become defective.,The R.F. amplifier has failed.,The B.F.O. circuit has failed.,B,0,
0,9-14B4,E9,B,14,The phase locked loop circuit in an MF/HF receiver appears to be faulty. What is the most likely cause?,The AGC circuit has become defective.,The Beat Frequency Oscillator is inoperative.,The Voltage Controlled Oscillator is inoperative.,The 500 Hz I.F. filter has become defective.,C,0,
0,9-14B5,E9,B,14,You are able to hear signals in the SITOR (NBDP) mode but not in the voice/SSB mode. What is the most likely cause?,The B.F.O. circuit has failed.,The audio amplifier is defective.,The 2.8 kHz filter has become defective.,The R.F. amplifier has failed.,C,0,
0,9-14B6,E9,B,14,The AGC function of an MF/HF receiver is inoperative. What is the most likely cause?,The B.F.O. circuit has failed.,The Voltage controlled Oscillator is inoperative.,The audio amplifier is defective.,Failure of a variable gain amplifier in the RF stage.,D,0,
0,9-15B1,E9,B,15,The MF/HF receiver fails to suppress the AF output in the absence of a sufficiently strong input signal. What is the most likely cause?,The AGC circuit has failed.,The BFO circuit has failed.,The squelch circuit has failed.,The AF amplifier circuit has failed.,C,0,
0,9-15B2,E9,B,15,The MF/HF receiver fails to produce any AF output. An ohmmeter reading is near zero between speaker leads. What is the most likely cause?,The 3 - 30 MHz amplifier stage has failed.,The speaker is shorted out.,Excess negative feedback is reducing AF gain.,The audio amplifier stage has failed.,D,0,
0,9-15B3,E9,B,15,The MF/HF transceiver produces strong AF output but no signals are heard on any frequency. What is the most likely cause?,"The transceiver is connected to a ""Dummy Load.""",A high Standing Wave Ratio (SWR) in the antenna system.,"A ""crowbar"" circuit in the power supply is activated.",The squelch circuit has failed.,A,0,
0,9-15B4,E9,B,15,The MF/HF transceiver produces strong AF output but no signals are heard on any frequency. What is the most likely cause?,The squelch sensitivity control is set too high.,There is an open circuit in the transmission line to the antenna.,The final stage of the AF amplifier circuit has failed.,The power amplifier stage in the receiver has failed.,B,0,
0,9-15B5,E9,B,15,"The MF/HF transceiver fails to produce AF output but the radio is powered on and ""TX"" is illuminated. What is the most likely cause?",The speaker is shorted out.,A shorted Push-To-Talk circuit in the microphone.,"A ""crowbar"" circuit in the power supply has engaged.",The final stage of the AF amplifier circuit has failed.,B,0,
0,9-15B6,E9,B,15,"A received signal on a MF/HF transceiver breaks up rapidly and repeatedly. The signal alternates between mid scale and zero on the ""Signal"" meter. What is the most likely cause?",Intermittent gain in the AF amplifier circuit.,The squelch sensitivity control is set too high.,An intermittent connection between the antenna and coupler.,The AGC circuit has malfunctioned.,C,0,
0,9-16B1,E9,B,16,How is a J3E signal generated?,By using high-level modulation to produce a single sideband.,By using a double balanced mixer and a sideband filter.,By using the audio signal to phase modulate the carrier.,By using low level modulation and a sideband filter.,B,0,
0,9-16B2,E9,B,16,What would be the most likely power level to use for initial MF-HF communications?,25 watts PEP,50 watts PEP,150 watts PEP,600 watts PEP,C,0,
0,9-16B3,E9,B,16,How is the lower sideband eliminated?,By using a double balanced mixer to block the lower sideband.,By using a filter to pass the lower sideband and block the upper sideband.,By using a double balanced mixer to insert the carrier.,By using a filter to pass the upper sideband and block the lower sideband.,D,0,
