id,question_label,element_id,subelement_id,key_topic_id,question_text,answer_one,answer_two,answer_three,answer_four,correct_answer,seen,explanation
0,7R-3A3,E7R,A,3,If a vessel is engaged in local trade and at no point in its voyage travels outside the range of a VHF shore station with continuous DSC alerting then the vessel is operating in what area?,Sea area A1,Coastal and international zones,Inland and coastal waters,Sea areas A1 and A2,A,0,
0,7R-3A4,E7R,A,3,For a vessel to be in GMDSS Sea Area A-1:,The vessel must be within VHF range of a Public Correspondence Station.,The vessel must be within range of a coast station equipped with continuous VHF-DSC capability.,The vessel must be within VHF range of a U. S. C. G. communication station.,The vessel must be within VHF range of either a U. S. C. G. or a Public Correspondence Station.,B,0,
0,7R-3A5,E7R,A,3,A vessel is on a coastwise voyage that results in a distance off shore of 10 to 40 nm and therefore:,The vessel must be able to communicate with a coast station on Ch-16 to be within Sea Area A-1.,To be within Sea Area A-1 the vessel must continuously be within range of a coast station with VHF-DSC capability.,The vessel will always be in Sea Area A-1because all coastal voyages have A-1 DSC coverage.,To be within Sea Area A-1 the vessel must continuously be within range of a coast station with MF-DSC capability.,B,0,
0,7R-3A6,E7R,A,3,What is defined as the area within the radiotelephone coverage area of at least one VHF coast station in which continuous DSC alerting is available as defined by the IMO regulation for GMDSS?,"Ocean Area Regions AOR-E, AOR-W, POR or IOR",Sea Area A2,Sea Area A1,Coastal and Inland Waters,C,0,
0,7R-4A1,E7R,A,4,Which of the following is a functional or carriage requirement for compulsory vessels?,A compulsory vessel must carry at least two (2) FCC licensed GMDSS Radio Operators in all sea areas as well as a GMDSS Maintainer in sea areas A3 & A4.,A compulsory vessel must satisfy certain equipment carriage requirements based on the intended sea area of operation.,A compulsory vessel must be able to transmit and respond to Distress alerts and carry only one (1) FCC licensed GMDSS Radio Operator in sea areas A1 & A2.,None of these answers are correct.,B,0,
0,7R-4A2,E7R,A,4,Which GMDSS communication functions must all compulsory vessels be capable of performing to meet International Maritime Organization requirements?,Distress alerting and receipt of Maritime Safety Information via Inmarsat for all vessels intending to operate in Sea Area A4.,"Distress alerting and receipt of MSI in Sea Areas A1, A2, A3, and A4 regardless of the vessel's intended area of operation.Ä","Distress alerting, general communications and receipt of Maritime Safety Information in the vessel's intended area of operation.",General communications via Inmarsat and receipt of Maritime Safety Information via Enhanced Group Calling in Sea Area A4.,C,0,
0,7R-4A3,E7R,A,4,GMDSS-equipped ships will be required to perform which of the following communications functions?,"Distress alerting, MSI, SAR and on-scene communications & receipt of satellite alerts from other vessels.","SAR and on-scene communications, Bridge-to-Bridge and general radio communications, MSI and relay of satellite alerts from other vessels.","Bridge-to-Bridge and general radio communications, RDF of EPIRB homing signals, Distress alerting and MSI.","Transmit distress alerts, SAR and on-scene communications, MSI, Bridge-to-Bridge and general radio communications.",D,0,
0,7R-4A4,E7R,A,4,What equipment can be used to receive Maritime Safety Information?,"NAVTEX, EGC receiver or HF SITOR (NBDP).","EGC receiver, Inmarsat B or F77 terminal.","HF SITOR (NBDP), Inmarsat B or NAVTEX.",All of these answers are correct.,A,0,
0,7R-4A5,E7R,A,4,Which of the following are required GMDSS functions?,"Bridge-to-Bridge communications, reception of weather map facsimile broadcasts, SAR communications.","Reception of weather map facsimile broadcasts, receiving company email, On-scene communications.","Reception of VHF weather channels, On-scene communications, general communications.","Bridge-to-Bridge communications, general communications, SAR communications.",D,0,
0,7R-4A6,E7R,A,4,Which of the following are required GMDSS functions for vessels?,"Transmit and receive locating signals, general communications and SAR communications.","Transmit and receive general communications, transmit Distress Alerts by at least one means, MSI.","Transmit and receive locating signals, send MSI to other ships via EGC, Bridge-to-Bridge communications.","Transmit and receive SAR communications, transmit Distress Alerts by at least one means, Bridge-to-Bridge communications.",A,0,
0,7R-5A1,E7R,A,5,Which statement is true regarding a vessel equipped with GMDSS equipment that will remain in Sea Area A1 at all times?,The vessel must be provided with a radio installation capable of initiating the transmission of ship-to-shore Distress alerting from the position from which the ship is normally navigated.,VHF DSC alerting may be the sole means of Distress alerting.,HF or MF DSC may satisfy the equipment requirement.,HF SSB with 2182 kHz automatic alarm generator may satisfy the equipment requirement.,A,0,
0,7R-5A2,E7R,A,5,What statement is true regarding the additional equipment carriage requirement imposed for the survival craft of vessels over 500 gross tons?,Additional carriage of two radio equipped lifeboats aft.,A second radar transponder is required.,Four additional portable VHF radios are required.,The ability to communicate in all modes with any shore station.,B,0,
0,7R-5A3,E7R,A,5,All passenger vessels must have what additional equipment?,Inmarsat-B terminal,Inmarsat-C terminal,Aircraft Transceiver with 121.5 MHz,MF-HF SSB Transceiver,C,0,
0,7R-5A4,E7R,A,5,"Within a single sea area, what is the primary reason GMDSS imposes carriage requirements for different radio subsystems?",Redundancy in duplicating all operational functions in the event of a system failure.,Different subsystems are required to meet the specific equipment carriage requirements of national authorities.,GMDSS vessels must be equipped to communicate in all modes with coast radio stations.,The combined capabilities of redundant subsystems mitigate the risk of a single point of failure.,D,0,
0,7R-5A5,E7R,A,5,"If operating within Ocean Area A1, and outside of NAVTEX coverage, a GMDSS-equipped vessel must carry:","Equipment capable of reception of Maritime Safety Information by the Inmarsat enhanced group call system, or HF SITOR (NBDP).",A GPS receiver.,Equipment capable of maintaining a continuous DSC watch on 2187.5 kHz.,An Inmarsat-B terminal.,A,0,
0,7R-5A6,E7R,A,5,What is the equipment carriage requirement for survival craft under GMDSS?,At least three SCT units and two SARTs on every cargo ship between 300-500 gross tons and the same on all passenger ships regardless of tonnage.,At least three SCT units and two SARTs on every passenger ship and cargo ships of 500 gross tons and upwards.,At least two radar transponders must be carried on every cargo ship of 300-500 gross tons and two radar transponders (one for each side) of every passenger ship regardless of tonnage.,All cargo vessels above 300 gross tons and every passenger ship regardless of tonnage must carry three SCT units and two SARTs.,B,0,
0,7R-6A1,E7R,A,6,Which of the following statements concerning maintenance requirements is false?,"Compulsory vessels sailing in Sea Areas A1 and A2 must provide any one of the three maintenance options which are duplication of equipment, shore-based, or at-sea maintenance capability.","Compulsory vessels sailing in Sea Areas A3 and A4 must provide any two of the three maintenance options which are duplication of equipment, shore-based, or at-sea maintenance capability.",Equipment warranties do not satisfy GMDSS maintenance requirements.,"If shore-based maintenance is used, maintenance services do not have to be completed or performance verified unless the vessel will be sailing to a non-US port.",D,0,
0,7R-6A2,E7R,A,6,Which of the following statements concerning GMDSS maintenance requirements is true?,"The options are duplication of equipment, at-sea maintenance, and shore-based maintenance.","Compulsory vessels between 300-500 gross tons are required only to provide one maintenance option, while compulsory vessels larger than 500 gross tons and all passenger vessels are required to provide any two of the three maintenance options.","The ""at-sea"" maintenance may be waived if the compulsory vessel carries at least three licensed GMDSS Radio Operators.",Compulsory vessels operating in Sea Area A4 are required to carry at least one licensed GMDSS Radio Maintainer.,A,0,
0,7R-6A3,E7R,A,6,Which of the following is a GMDSS requirement for all vessels over 300 gross tons operating within range of a MF-DSC equipped shore station?,Ship's Master or radio officer must be on watch at all times.,Only one of the three maintenance options is required.,MF communications must be handled by the holder of a General Radiotelephone Operator's License.,Only FCC required spare parts and a maintenance kit for repairs are required.,B,0,
0,7R-6A4,E7R,A,6,What statement is correct regarding the maintenance requirements for A3 ships under GMDSS?,If the vessel selects at-sea maintenance no additional parts and spares are required.,On-board maintenance provided by a person holding a GMDSS Maintainer's license will fully meet the requirements.,Redundancy of functions of certain equipment and on-board maintenance provided by a person holding a GMDSS Maintainer's license will partially meet this requirement.,Shoreside maintenance and scheduled tests and inspections will not partially meet this requirement.,C,0,
0,7R-6A5,E7R,A,6,A ship operating exclusively in sea area A-1 must have the following provisions for maintenance:,Carry an on-board maintainer plus duplication of equipment.,Shore maintenance may not be selected.,Only one option for maintenance is required.,Must always select duplication of equipment to maximize safety.,C,0,
0,7R-6A6,E7R,A,6,A ship operating in sea area A-1 must have the following provisions for maintenance:,Shore maintenance.,Duplication of equipment.,At Sea Maintenance.,Any one of these is sufficient.,D,0,
0,7R-7A1,E7R,A,7,What is the frequency range for Medium Frequency?,10-30 MHz,"1,000-10,000 kHz","300-3,000 kHz",30-300 kHz,C,0,
0,7R-7A2,E7R,A,7,What is the frequency range for High Frequency?,"300-3,000 kHz",30-300 MHz,10-30 MHz,3-30 MHz,D,0,
0,7R-7A3,E7R,A,7,What is the frequency range for Very High Frequency?,30-300 MHz,3-30 MHz,"300-3,000 kHz",10-30 MHz,A,0,
0,7R-7A4,E7R,A,7,What is the frequency range for Ultra High Frequency?,3-30 MHz,"300-3,000 MHz",30-300 MHz,10-30 MHz,B,0,
0,7R-7A5,E7R,A,7,What is the frequency range for Super High Frequency?,30-300 GHz,3-30 GHz,"300-3,000 MHz",30-300 MHz,B,0,
0,7R-7A6,E7R,A,7,What is the frequency range for Maritime VHF operations?,3-30 MHz,88-108 MHz,156-164 MHz,540-1640 kHz,C,0,
0,7R-8B1,E7R,B,8,How often must a compulsory vessel's GMDSS radio station be inspected?,"Annually, by the U.S. Coast Guard.","Annually, by the FCC or designated authority.","Annually, by the FCC, and every six months if the vessel sails outside of Sea Areas A1 and A2.",The FCC's annual inspection may be waived if and only if monthly inspections are performed by the vessel's on-board GMDSS Radio Maintainer.,B,0,
0,7R-8B2,E7R,B,8,What periodic inspection is required in order to remain in compliance with the regulations regarding GMDSS ship radio station inspections?,U.S. Coast Guard annual inspection.,FCC inspection every five years.,An inspection at least once every 12 months by the FCC or a holder of a GMDSS Maintainers license.,Periodic inspections not required if on board maintainers perform routine preventive maintenance.,C,0,
0,7R-8B3,E7R,B,8,Which statement is false regarding a GMDSS-equipped ship?,"A conditional or partial exemption may be granted, in exceptional circumstances, for a single voyage outside the sea area for which the vessel is equipped.",The regulations apply to all passenger ships regardless of size and cargo ships of 300 gross tons and upwards.,Ships must carry at least two persons holding a GMDSS Radio Operator's license for Distress and Safety radio-communications purposes.,Ships must have the required equipment inspected at least once every five years.,D,0,
0,7R-8B4,E7R,B,8,Which statement is false regarding a GMDSS equipped ship?,"A conditional or partial exemption may not be granted, in exceptional circumstances, for a single voyage outside the sea area for which the ship is equipped.",Ships must have the required equipment inspected at least once every 12 months.,The regulations apply to all passenger ships regardless of size and cargo ships of 300 gross tons and upwards.,Ships must carry at least two persons holding a GMDSS Radio Operator's license for Distress and Safety radio-communications purposes.,A,0,
0,7R-8B5,E7R,B,8,During an annual GMDSS station inspection:,Licensed GMDSS operators may not be required to demonstrate equipment competencies but all required equipment must be fully operational.,All required equipment must be fully operational and any required publications that are not current must be on order.,GMDSS operators may be required to demonstrate equipment competencies and any of required equipment that is not fully operational can be repaired at the next port of call as long as there is functional duplication.,All required documents and publications might have to be produced and GMDSS operators may be required to demonstrate equipment competencies.,D,0,
0,7R-8B6,E7R,B,8,Which situation is least likely to result in an inspection of the radio installation by foreign governments or administrations?,When a ship visits a port for the first time.,When the ship's station license cannot be produced without delay.,When operational irregularities are observed.,When compulsory equipment is found to be inoperative.,A,0,
0,7R-9B1,E7R,B,9,Which of the following references should be consulted for information on the proper setup and use of GMDSS equipment?,The manufacturer's operating manuals.,47 CFR Part 80 Subpart W.,Instructions are available through the Maritime Safety Information (MSI) system.,ITU List of Equipment Operations.,A,0,
0,7R-9B2,E7R,B,9,Where can GMDSS regulations pertaining specifically to U.S.-flag vessels be found?,These are located in CCIR #476.,These are located in 47 CFR Part 80.,These are located in FCC Part 83.,These are published only by the U.S. Coast Guard.,B,0,
0,7R-9B3,E7R,B,9,What publications should the GMDSS Radio Operator consult to review the proper procedures to be followed in Distress situations under GMDSS?,The manufacturer's technical manuals.,The manufacturer's operator manuals.,47 CFR Part 80 Subpart W.,47 CFR Part 90 Subpart V.,C,0,
0,7R-9B4,E7R,B,9,Which of the following documents or publications are required by the FCC for GMDSS vessels on international voyages (other than the Great Lakes)?,"IMO master plan of shore-based facilities (or substitute), station logs, appropriate operator licenses, Inmarsat handbook for GMDSS.","NGA Pub. 117 (or substitute), station logs, appropriate operator licenses, IAMSAR manual volume III.","Part 80 FCC rules, station logs, station licenses, ITU publications, IMO manual for Maritime Mobile stations.","Part 80 FCC rules, station logs, station licenses, ITU publications, ITU manual for Maritime Mobile stations.",D,0,
0,7R-9B5,E7R,B,9,Which of the following documents or publications are required by Part 80 of the FCC rules for vessels on international voyages (other than the Great Lakes)?,"ITU List IV & List V, Appropriate Safety Convention Certificate & ITU manual for Maritime Mobile stations.","Appropriate Safety Convention Certificate, ITU Master Plan of GMDSS Coast stations, and ITU manual for Maritime Mobile stations.","ITU Master Plan of GMDSS Coast stations, ITU manual for Maritime Mobile stations, ITU List IV & List V.","ITU List IV & List V, Appropriate Safety Convention Certificate & IMO manual for Maritime Mobile stations.",A,0,
0,7R-9B6,E7R,B,9,Which of the following references should be consulted to identify the name of a vessel based on its Maritime Mobile Service Identity?,ITU list of Coast Stations.,ITU List of Ship Stations and Maritime Mobile Service Identity Assignments.,ITU List of Radio-determination and Ship Stations.,ITU Master Plan of Shore-Based Facilities.,B,0,
0,7R-10B1,E7R,B,10,Which of the following maintenance functions is not the responsibility of the GMDSS Radio Operator?,"Visual inspection of equipment, including the antenna and associated components.",Perform on-the-air verification checks.,Perform scheduled testing of the battery's charged condition.,Aligning the power output stage for maximum power.,D,0,
0,7R-10B2,E7R,B,10,When may a compulsory vessel not be allowed to leave port?,When the vessel has replaced a required piece of GMDSS-related equipment but its performance has not been verified or logged.,When the vessel is in an over-carriage condition.,When the vessel has arranged for both duplication of equipment and shore-based maintenance.,When the vessel is carrying only two licensed GMDSS Radio Operators and is capable of performing all required functions.,A,0,
0,7R-10B3,E7R,B,10,Which statement is false regarding the maintenance of GMDSS equipment at sea?,Ships must carry at least one person who qualifies as a GMDSS maintainer for the maintenance and repair of equipment if the at-sea maintenance option is selected.,The GMDSS maintainer may not be the person designated to have primary responsibility for radio-communications during Distress incidents even if licensed as an operator.,"All at-sea maintenance and repairs must be performed by, or under the supervision of a person holding a GMDSS Maintainer license.",The GMDSS maintainer may be the person responsible for ensuring that the watches are properly maintained and that the proper guard channels and the vessel's position are entered into the DSC equipment.,B,0,
0,7R-10B4,E7R,B,10,Which of the following service or maintenance functions may NOT be performed by the holder of a GMDSS Radio Operator License?,Reset tripped circuit breakers or replace defective fuses.,Routine battery maintenance if used as part of the GMDSS station.,Any adjustments or maintenance that may affect the proper operation of the station.,"Replacement of consumable items such as paper, ribbons, etc.",C,0,
0,7R-10B5,E7R,B,10,"What are the conditions, under GMDSS, whereby a ship is NOT allowed to depart from any port?",The vessel is carrying more than the required number of qualified GMDSS radio operators.,The vessel has a temporary waiver of its radio license and Safety Certificate.,The vessel is not capable of performing all required Distress and Safety functions.,"The vessel is not carrying a GMDSS radio maintainer, but has provided for shoreside maintenance plus duplication of equipment if required.",C,0,
0,7R-10B6,E7R,B,10,What determines the spares and maintenance materials requirements for the VHF-DSC equipment under GMDSS?,47 CFR Part 80,"IMO Circular ""Equipment Spares"".",The GMDSS Maintainer's requirements.,The recommendations of the manufacturer.,D,0,
0,7R-11B1,E7R,B,11,Which FCC license meets the requirement to serve as a GMDSS operator?,General Radiotelephone Operator's License.,Marine Radio Operator's Permit.,GMDSS Radio Operator's License,GMDSS Radio Maintainer's License.,C,0,
0,7R-11B2,E7R,B,11,Which of the following statements concerning GMDSS Radio Operator requirements is false?,Each compulsory vessel must carry at least two licensed GMDSS Radio Operators at all times while at sea.,Each compulsory vessel must carry at least two licensed GMDSS Radio Operators at all times while at sea and may elect to carry a GMDSS Radio Maintainer as well.,"While at sea, adjustments to, and the maintaining of, GMDSS equipment may be performed by the GMDSS Radio Operator as long as the work is supervised by an on-board licensed GMDSS Radio Maintainer.",All communications involving Safety of life at sea must be logged as long as the compulsory vessel was not involved in such communications.,D,0,
0,7R-11B3,E7R,B,11,"Which FCC license meets the requirements to perform or supervise the performance of at-sea adjustments, servicing, or maintenance which may affect the proper operation of the GMDSS station?",GMDSS Operator's/Maintainer's license or GMDSS Maintainer's license.,General Radiotelephone Operator's License with Shipboard RADAR endorsement.,Marine Radio Operator's Permit or GMDSS Maintainer's license.,GMDSS Radio Operator's license or Marine Radio Operator's Permit.,A,0,
0,7R-11B4,E7R,B,11,Which statement is false regarding the radio operator requirements for a GMDSS-equipped ship station?,One of the qualified GMDSS radio operators must be designated to have primary responsibility for radio-communications during Distress incidents.,Maintaining a record of all incidents connected with the radio-communications service that appear to be of importance to Safety of life at sea is not required.,"A qualified GMDSS radio operator, and a qualified backup, must be designated to perform Distress, Urgency and Safety communications.","While at sea, all adjustments or radio installations, servicing or maintenance of such installations that may affect the proper operation of the GMDSS station must be performed by, or under the supervision of, a qualified GMDSS radio maintainer.",B,0,
0,7R-11B5,E7R,B,11,"Which of the following are personnel, functional, or equipment FCC requirements of the GMDSS?","One FCC licensed GMDSS radio operator in sea areas A1 & A2, two FCC licensed GMDSS radio operators in sea areas A3 & A4 and equipment carriage based on intended sea area of operations.","Equipment carriage based on intended sea area of operations, distress alerting and response and two FCC licensed GMDSS radio operators.","Distress alerting and response, two USCG STCW GMDSS watchstanders, equipment carriage based on intended sea area of operations.","Equipment carriage reduced for sea areas A3 & A4, Distress alerting and response and two FCC licensed GMDSS radio operators.",B,0,
0,7R-11B6,E7R,B,11,How many GMDSS radio maintainers must be carried aboard a compulsory vessel if the At-Sea maintenance method is used?,Two in Sea Areas A3 and A4.,Two in Sea Area A1.,One regardless of sea area of operation.,None of these answers are correct.,C,0,
0,7R-12B1,E7R,B,12,"Under GMDSS, a compulsory VHF-DSC radiotelephone installation must be tested at what minimum intervals at sea?","Annually, by a representative of the FCC.",Daily,At the annual SOLAS inspection.,Monthly,B,0,
0,7R-12B2,E7R,B,12,"What is the meaning of ""Reserve Source of Energy""?","High caloric value items for lifeboat, per SOLAS regulations.",Diesel fuel stored for the purpose of operating the powered survival craft for a period equal to or exceeding the U.S.C.G. and SOLAS requirements.,Power to operate the radio installation and conduct Distress and Safety communications in the event of failure of the ship's main and emergency sources of electrical power.,The diesel fueled emergency generator that supplies AC to the vessel's Emergency power bus.,C,0,
0,7R-12B3,E7R,B,12,Which term describes the source of energy required to supply the GMDSS console with power if the ship's source of main or emergency energy fails?,Emergency power,Ship's emergency diesel generator,Ship's standby generator,Reserve Source of Energy,D,0,
0,7R-12B4,E7R,B,12,What is the requirement for emergency and reserve power in GMDSS radio installations?,Compulsory ships must have emergency and reserve power sources for radio communications.,An emergency power source for radio communications is not required if a vessel has proper reserve power (batteries).,A reserve power source is not required for radio communications.,Only one of the above is required if a vessel is equipped with a second 406 EPIRB as a backup means of sending a Distress alert.,A,0,
0,7R-12B5,E7R,B,12,"While underway, how frequently is the DSC controller required to be tested?",Once a month,Twice a week,Once a week,Once a day,D,0,
0,7R-12B6,E7R,B,12,"At sea, all required equipment (other than Survival Craft Equipment) must be proven operational by:",Daily testing or daily successful use of the equipment.,Testing at least every 48 hours.,Weekly testing of all S.C.E. and other compulsory equipment.,Daily testing of the S.C.E. and weekly tests of the other equipment.,A,0,
0,7R-13B1,E7R,B,13,Proper watchkeeping includes the following:,"After silencing an alarm all displays and/or printouts are read, monitoring all required frequencies in the proper mode, notifying the Master of any Distress alerts.","Monitoring all required frequencies in the proper mode, setting the DSC scanner to 2 MHz, 4 MHZ and 8 MHz for ships in the vicinity, notifying the Master of any Distress alerts.","Notifying the Master of any Distress alerts, setting the DSC scanner to 2 MHz, 4 MHZ and 8 MHz for ships in the vicinity, monitoring all required frequencies in the proper mode.","Setting the DSC scanner only to the mandatory 2 MHz & 8 MHz, maintain continuous watch on 2182.0 kHz or 4125.0 kHz, notify the Master of any Distress traffic heard.",A,0,
0,7R-13B2,E7R,B,13,Proper watchkeeping includes the following:,"Understanding normal operational indicators, setting the DSC scanner frequencies to minimize alarms, maintaining a proper log.","Maintaining a proper GMDSS radio station log, understanding normal operational indicators, responding to and comprehending alarms.","Responding to and comprehending alarms, logging out of Inmarsat-C terminals while at sea, maintaining a proper GMDSS radio station log.","Maintaining a proper GMDSS radio station log, setting the DSC scanner frequencies to minimize alarms, logging out of Inmarsat-C terminals while at sea.",B,0,
0,7R-13B3,E7R,B,13,Which is true concerning a required watch on VHF Ch-16?,"When a vessel is in an A1 sea area and subject to the Bridge-to-Bridge act and in a VTS system, a watch is required on Ch-16 in addition to both Ch-13 and the VTS channel.","It is not compulsory at all times while at sea until further notice, unless the vessel is in a VTS system.","When a vessel is in an A1 sea area and subject to the Bridge-to-Bridge act and in a VTS system, a watch is not required on Ch-16 provided the vessel monitors both Ch-13 and the VTS channel.","It is not always compulsory in sea areas A2, A3 and A4.",C,0,
0,7R-13B4,E7R,B,13,Which of the following statements meets requirements for 47 CFR 80 Subpart-W?,"GMDSS Radio Logs may not be retained aboard compulsory vessels in an electronic file (e.g., word processing) format.",GMDSS Radio Logs must be retained aboard compulsory vessels for a period of at least 90 days in their original form.,Entries in the GMDSS Radio Log are only required for communications within the vessel's intended Sea Area of operation.,GMDSS Radio Logs must contain entries of all Distress and Urgency communications affecting your own ship.,D,0,
0,7R-13B5,E7R,B,13,How long must the radio log be retained on board before sending it to the shoreside licensee?,At least 30 days after the last entry.,At least one year after the last entry.,At least two years after the last entry.,At least 90 days after the last entry.,A,0,
0,7R-13B6,E7R,B,13,Which statement concerning radio log archival by the station licensee is false?,Retain for two years if there are no Distress entries.,Retain for one year unless there are Distress or Urgency entries.,Logs related to an investigation may not be destroyed without specific authorization.,Retain for three years if there are Distress entries.,B,0,
0,7R-14C1,E7R,C,14,What is the MID?,Mobile Identification Number,Marine Indemnity Directory,Mobile Interference Digits,Maritime Identification Digits,D,0,
0,7R-14C2,E7R,C,14,How many digits are in the MID (Maritime Identification Digits)?,3,7,9,10,A,0,
0,7R-14C3,E7R,C,14,What does the MID (Maritime Identification Digits) signify?,Port of registry,Nationality,Gross tonnage,Passenger vessel,B,0,
0,7R-14C4,E7R,C,14,Which of the following numbers indicates a U.S. flag ship station?,36627934,243537672,338426791,3382315,C,0,
0,7R-14C5,E7R,C,14,Which of the following MMSI numbers indicates a U.S. flag ship station?,430326890,33609991,303236824,257326819,C,0,
0,7R-14C6,E7R,C,14,Which of the following numbers indicates a ship station MMSI?,3372694,30356328,3384672,623944326,D,0,
0,7R-15C1,E7R,C,15,A DSC call is received from a station with a MMSI number of 003669991. What type of station made the call?,A vessel operating in Sea Area A3.,A group ship station,A U.S. coast station,An Intercoastal vessel,C,0,
0,7R-15C2,E7R,C,15,A valid MMSI number for a DSC call to a specific group of vessels is:,3664523,338462941,3036483,30327931,D,0,
0,7R-15C3,E7R,C,15,A MMSI 030346239 indicates what?,Group MMSI,Inmarsat-C I.D. number,Coast station,Ship station,A,0,
0,7R-15C4,E7R,C,15,Which of the following statements concerning MMSI is true?,Coast station MMSI numbers have 9 digits starting with 4.,All MMSI numbers are 9 digits and contain an MID.,Ship station MMSI numbers can be 7 digits or 9 digits depending on the Inmarsat terminal.,Group MMSI numbers must begin with 2 zeros.,B,0,
0,7R-15C5,E7R,C,15,Which of the following statements concerning MMSI is false?,All Coast Station MMSI must begin with 2 zeros.,All Coast Station MMSI must begin with the MID then 2 zeros.,A group call must begin with a single zero followed by the MID.,The first 3 digits of a ship MMSI comprise the MID.,B,0,
0,7R-15C6,E7R,C,15,Which of the following statements concerning MMSI is true?,All ship station MMSI must begin with a single zero and include the MID.,All group station MMSI must begin with the MID.,None of these answers are correct.,All Coast Station MMSI must be 9 digits and begin with the MID and then two zeros.,C,0,
0,7R-16C1,E7R,C,16,When making a routine DSC call to another vessel what information should be included?,Time of transmission.,Proposed working channel.,Your own vessel's position.,Subject matter of the call.,B,0,
0,7R-16C2,E7R,C,16,"A VHF ""Distress Hot Key"" alert will always include what information?",The nature of Distress and vessel position.,"The vessel's current position, course and speed from the GPS.",The vessel's programmed MMSI number and code for Distress priority.,The follow-on frequency required for Distress voice communications.,C,0,
0,7R-16C3,E7R,C,16,When sending a DSC call:,Vessel's position will automatically be sent with DSC calls specifying an alternate frequency.,Vessel's MMSI will indicate its ocean region and vessel position.,Vessel's MMSI and position will automatically be sent for all types of DSC calls.,"Vessel's position will automatically be sent if the vessel is sending a ""Distress Hot Key"" alert.",D,0,
