id,question_label,element_id,subelement_id,key_topic_id,question_text,answer_one,answer_two,answer_three,answer_four,correct_answer,seen,explanation
0,3-15B2,E3,B,15,What is the time constant of a circuit having two 100-microfarad capacitors and two 470-kilohm resistors all in series?,470 seconds.,47 seconds.,4.7 seconds.,0.47 seconds.,B,0,
0,3-15B3,E3,B,15,What is the time constant of a circuit having a 100-microfarad capacitor and a 470-kilohm resistor in series?,4700 seconds.,470 seconds.,47 seconds.,0.47 seconds.,C,0,
0,3-15B4,E3,B,15,What is the time constant of a circuit having a 220-microfarad capacitor and a 1-megohm resistor in parallel?,220 seconds.,22 seconds.,2.2 seconds.,0.22 seconds.,A,0,
0,3-15B5,E3,B,15,What is the time constant of a circuit having two 100-microfarad capacitors and two 470-kilohm resistors all in parallel?,470 seconds.,47 seconds.,4.7 seconds.,0.47 seconds.,B,0,
0,3-15B6,E3,B,15,What is the time constant of a circuit having two 220-microfarad capacitors and two 1-megohm resistors all in series?,220 seconds.,55 seconds.,110 seconds.,440 seconds.,A,0,
0,3-16B1,E3,B,16,"What is the impedance of a network composed of a 0.1-microhenry inductor in series with a 20-ohm resistor, at 30 MHz? Specify your answer in rectangular coordinates.",20 -j19,19 +j20,20 +j19,19 -j20,C,0,
0,3-16B2,E3,B,16,"In rectangular coordinates, what is the impedance of a network composed of a 0.1-microhenry inductor in series with a 30-ohm resistor, at 5 MHz?",30 -j3,3 +j30,3 -j30,30 +j3,D,0,
0,3-16B3,E3,B,16,"In rectangular coordinates, what is the impedance of a network composed of a 10-microhenry inductor in series with a 40-ohm resistor, at 500 MHz?",40 +j31400,40 -j31400,31400 +j40,31400 -j40,A,0,
0,3-16B4,E3,B,16,"In rectangular coordinates, what is the impedance of a network composed of a 1.0-millihenry inductor in series with a 200-ohm resistor, at 30 kHz?",200 - j188,200 + j188,188 + j200,188 - j200,B,0,
0,3-16B5,E3,B,16,"In rectangular coordinates, what is the impedance of a network composed of a 0.01-microfarad capacitor in parallel with a 300-ohm resistor, at 50 kHz?",150 - j159,150 + j159,159 - j150,159 + j150,C,0,
0,3-16B6,E3,B,16,"In rectangular coordinates, what is the impedance of a network composed of a 0.001-microfarad capacitor in series with a 400-ohm resistor, at 500 kHz?",318 - j400,400 + j318,318 + j400,400 - j318,D,0,
0,3-17B1,E3,B,17,"What is the impedance of a network composed of a 100-picofarad capacitor in parallel with a 4000-ohm resistor, at 500 KHz? Specify your answer in polar coordinates.","2490 ohms, /51.5 degrees","4000 ohms, /38.5 degrees","5112 ohms, /-38.5 degrees","2490 ohms, /-51.5 degrees",D,0,
0,3-17B2,E3,B,17,"In polar coordinates, what is the impedance of a network composed of a 100-ohm-reactance inductor in series with a 100-ohm resistor?","121 ohms, /35 degrees","141 ohms, /45 degrees","161 ohms, /55 degrees","181 ohms, /65 degrees",B,0,
0,3-17B3,E3,B,17,"In polar coordinates, what is the impedance of a network composed of a 400-ohm-reactance capacitor in series with a 300-ohm resistor?","240 ohms, /36.9 degrees","240 ohms, /-36.9 degrees","500 ohms, /-53.1 degrees","500 ohms, /53.1 degrees",C,0,
0,3-17B4,E3,B,17,"In polar coordinates, what is the impedance of a network composed of a 300-ohm-reactance capacitor, a 600-ohm-reactance inductor, and a 400-ohm resistor, all connected in series?","500 ohms, /37 degrees","400 ohms, /27 degrees","300 ohms, /17 degrees","200 ohms, /10 degrees",A,0,
0,3-17B5,E3,B,17,"In polar coordinates, what is the impedance of a network comprised of a 400-ohm-reactance inductor in parallel with a 300-ohm resistor?","240 ohms, /-36.9 degrees","240 ohms, /36.9 degrees","500 ohms, /53.1 degrees","500 ohms, /-53.1 degrees",B,0,
0,3-17B6,E3,B,17,"Using the polar coordinate system, what visual representation would you get of a voltage in a sinewave circuit?",To show the reactance which is present.,To graphically represent the AC and DC component.,To display the data on an XY chart.,The plot shows the magnitude and phase angle.,D,0,
0,3-18B1,E3,B,18,"What is the magnitude of the impedance of a series AC circuit having a resistance of 6 ohms, an inductive reactance of 17 ohms, and zero capacitive reactance?",6.6 ohms.,11 ohms.,18 ohms.,23 ohms.,C,0,
0,3-18B2,E3,B,18,"A 1-watt, 10-volt Zener diode with the following characteristics: Imin. = 5 mA; Imax. = 95 mA; and Z = 8 ohms, is to be used as part of a voltage regulator in a 20-V power supply. Approximately what size current-limiting resistor would be used to set its bias to the midpoint of its operating range?",100 ohms.,200 ohms.,1 kilohms.,2 kilohms.,B,0,
0,3-18B3,E3,B,18,"Given a power supply with a no load voltage of 12 volts and a full load voltage of 10 volts, what is the percentage of voltage regulation?",17%,80%,20%,83%,C,0,
0,3-18B4,E3,B,18,What turns ratio does a transformer need in order to match a source impedance of 500 ohms to a load of 10 ohms?,7.1 to 1.,14.2 to 1.,50 to 1.,None of these.,A,0,
0,3-18B5,E3,B,18,"Given a power supply with a full load voltage of 200 volts and a regulation of 25%, what is the no load voltage?",150 volts.,160 volts.,240 volts.,250 volts.,D,0,
0,3-18B6,E3,B,18,What is the conductance (G) of a circuit if 6 amperes of current flows when 12 volts DC is applied?,0.25 Siemens (mhos).,0.50 Siemens (mhos).,1.00 Siemens (mhos).,1.25 Siemens (mhos).,B,0,
0,3-19C1,E3,C,19,What happens to the conductivity of photoconductive material when light shines on it?,It increases.,It decreases.,It stays the same.,It becomes temperature dependent.,A,0,
0,3-19C2,E3,C,19,What is the photoconductive effect?,The conversion of photon energy to electromotive energy.,The increased conductivity of an illuminated semiconductor junction.,The conversion of electromotive energy to photon energy.,The decreased conductivity of an illuminated semiconductor junction.,B,0,
0,3-19C3,E3,C,19,What does the photoconductive effect in crystalline solids produce a noticeable change in?,The capacitance of the solid.,The inductance of the solid.,The specific gravity of the solid.,The resistance of the solid.,D,0,
0,3-19C4,E3,C,19,What is the description of an optoisolator?,An LED and a photosensitive device.,A P-N junction that develops an excess positive charge when exposed to light.,An LED and a capacitor.,An LED and a lithium battery cell.,A,0,
0,3-19C5,E3,C,19,What happens to the conductivity of a photosensitive semiconductor junction when it is illuminated?,The junction resistance is unchanged.,The junction resistance decreases.,The junction resistance becomes temperature dependent.,The junction resistance increases,B,0,
0,3-19C6,E3,C,19,What is the description of an optocoupler?,A resistor and a capacitor.,Two light sources modulated onto a mirrored surface.,An LED and a photosensitive device.,An amplitude modulated beam encoder.,C,0,
0,3-20C1,E3,C,20,What factors determine the capacitance of a capacitor?,Voltage on the plates and distance between the plates.,Voltage on the plates and the dielectric constant of the material between the plates.,Amount of charge on the plates and the dielectric constant of the material between the plates.,Distance between the plates and the dielectric constant of the material between the plates.,D,0,
0,3-20C2,E3,C,20,"In Figure 3C4, if a small variable capacitor were installed in place of the dashed line, it would?",Increase gain.,Increase parasitic oscillations.,Decrease parasitic oscillations.,Decrease crosstalk.,C,0,
0,3-20C3,E3,C,20,"In Figure 3C4, which component (labeled 1 through 4) is used to provide a signal ground?",1,2,3,4,B,0,
0,3-20C4,E3,C,20,"In Figure 3C5, which capacitor (labeled 1 through 4) is being used as a bypass capacitor?",1,2,3,4,C,0,
0,3-20C5,E3,C,20,"In Figure 3C5, the 1 uF capacitor is connected to a potentiometer that is used to:",Increase gain.,Neutralize amplifier.,Couple.,Adjust tone.,D,0,
0,3-20C6,E3,C,20,What is the purpose of a coupling capacitor?,It blocks direct current and passes alternating current.,It blocks alternating current and passes direct current.,It increases the resonant frequency of the circuit.,It decreases the resonant frequency of the circuit.,A,0,
0,3-21C1,E3,C,21,A capacitor is sometimes placed in series with the primary of a power transformer to:,Improve the power factor.,Improve output voltage regulation.,Rectify the primary windings.,None of these.,A,0,
0,3-21C2,E3,C,21,A transformer used to step up its input voltage must have:,More turns of wire on its primary than on its secondary.,More turns of wire on its secondary than on its primary.,Equal number of primary and secondary turns of wire.,None of the above statements are correct.,B,0,
0,3-21C3,E3,C,21,A transformer primary of 2250 turns connected to 120 VAC will develop what voltage across a 500-turn secondary?,26.7 volts.,2300 volts.,1500 volts.,5.9 volts.,A,0,
0,3-21C4,E3,C,21,What is the ratio of the output frequency to the input frequency of a single-phase full-wave rectifier?,1:01,1:02,2:01,None of these.,C,0,
0,3-21C5,E3,C,21,"A power transformer has a single primary winding and three secondary windings producing 5.0 volts, 12.6 volts, and 150 volts. Assuming similar wire sizes, which of the three secondary windings will have the highest measured DC resistance?",The 12.6 volt winding.,The 150 volt winding.,The 5.0 volt winding.,All will have equal resistance values.,B,0,
0,3-21C6,E3,C,21,"A power transformer has a primary winding of 200 turns of #24 wire and a secondary winding consisting of 500 turns of the same size wire. When 20 volts are applied to the primary winding, the expected secondary voltage will be:",500 volts.,25 volts.,10 volts.,50 volts.,D,0,
0,3-22C1,E3,C,22,In a linear electronic voltage regulator:,The output is a ramp voltage.,"The pass transistor switches from the ""off"" state to the ""on"""" state.","The control device is switched on or off, with the duty cycle proportional to the line or load conditions.",The conduction of a control element is varied in direct proportion to the line voltage or load current.,D,0,
0,3-22C2,E3,C,22,A switching electronic voltage regulator:,Varies the conduction of a control element in direct proportion to the line voltage or load current.,Provides more than one output voltage.,"Switches the control device on or off, with the duty cycle proportional to the line or load conditions.",Gives a ramp voltage at its output.,C,0,
0,3-22C3,E3,C,22,What device is usually used as a stable reference voltage in a linear voltage regulator?,Zener diode.,Tunnel diode.,SCR.,Varactor diode.,A,0,
0,3-22C4,E3,C,22,"In a regulated power supply, what type of component will most likely be used to establish a reference voltage?",Tunnel Diode.,Battery.,Pass Transistor.,Zener Diode.,D,0,
0,3-22C5,E3,C,22,A three-terminal regulator:,Supplies three voltages with variable current.,Supplies three voltages at a constant current.,"Contains a voltage reference, error amplifier, sensing resistors and transistors, and a pass element.",Contains three error amplifiers and sensing transistors.,C,0,
0,3-22C6,E3,C,22,What is the range of voltage ratings available in Zener diodes?,1.2 volts to 7 volts.,2.4 volts to 200 volts and above.,3 volts to 2000 volts.,1.2 volts to 5.6 volts.,B,0,
0,3-23C1,E3,C,23,How might two similar SCRs be connected to safely distribute the power load of a circuit?,In series.,"In parallel, same polarity.","In parallel, reverse polarity.",In a combination series and parallel configuration.,C,0,
0,3-23C2,E3,C,23,What are the three terminals of an SCR?,"Anode, cathode, and gate.","Gate, source, and sink.","Base, collector, and emitter.","Gate, base 1, and base 2.",A,0,
0,3-23C3,E3,C,23,"Which of the following devices acts as two SCRs connected back to back, but facing in opposite directions and sharing a common gate?",JFET.,Dual-gate MOSFET.,DIAC.,TRIAC.,D,0,
0,3-23C4,E3,C,23,What is the transistor called that is fabricated as two complementary SCRs in parallel with a common gate terminal?,TRIAC.,Bilateral SCR.,Unijunction transistor.,Field effect transistor.,A,0,
0,3-23C5,E3,C,23,What are the three terminals of a TRIAC?,"Emitter, base 1, and base 2.","Base, emitter, and collector.","Gate, source, and sink.","Gate, anode 1, and anode 2.",D,0,
0,3-23C6,E3,C,23,What circuit might contain a SCR?,Filament circuit of a tube radio receiver.,A light-dimming circuit.,Shunt across a transformer primary.,Bypass capacitor circuit to ground.,B,0,
0,3-24C1,E3,C,24,What is one common use for PIN diodes?,Constant current source.,RF switch.,Constant voltage source.,RF rectifier.,B,0,
0,3-24C2,E3,C,24,What is a common use of a hot-carrier diode?,Balanced inputs in SSB generation.,Variable capacitance in an automatic frequency control circuit.,Constant voltage reference in a power supply.,VHF and UHF mixers and detectors.,D,0,
0,3-24C3,E3,C,24,"Structurally, what are the two main categories of semiconductor diodes?",Junction and point contact.,Electrolytic and junction.,Electrolytic and point contact.,Vacuum and point contact.,A,0,
0,3-24C4,E3,C,24,What special type of diode is capable of both amplification and oscillation?,Zener diodes.,Point contact diodes.,Tunnel diodes.,Junction diodes.,C,0,
0,3-24C5,E3,C,24,What type of semiconductor diode varies its internal capacitance as the voltage applied to its terminals varies?,Tunnel diode.,Varactor diode.,Silicon-controlled rectifier.,Zener diode.,B,0,
0,3-24C6,E3,C,24,What is the principal characteristic of a tunnel diode?,High forward resistance.,Very high PIV(peak inverse voltage).,Negative resistance region.,High forward current rating.,C,0,
0,3-25C1,E3,C,25,"What is the meaning of the term ""alpha"" with regard to bipolar transistors? The change of:",Collector current with respect to base current.,Base current with respect to collector current.,Collector current with respect to gate current.,Collector current with respect to emitter current.,D,0,
